name,producer,origin,label
Barrel Oak 2012 Seyval Blanc,Barrel Oak Winery,USA,Vegan Friendly
Barrel Oak Big U Red,Barrel Oak Winery,USA,Vegan Friendly
Barrel Oak Chief Justice Cellars 2011 Big Justice Red,Barrel Oak Winery,USA,Vegan Friendly
Barrel Oak Chief Justice Cellars 2011 Silver Heels White,Barrel Oak Winery,USA,Vegan Friendly
Barrel Oak Chocolate Lab Dessert Wine,Barrel Oak Winery,USA,Vegan Friendly
Barrel Oak Hales Trophy White,Barrel Oak Winery,USA,Vegan Friendly
Barrels & Drums Wines,Barrels & Drums,Sweden,Unknown
Barrelstone wine,Barrelstone,USA,Vegan Friendly
Barristers Block Wine (2017+),Barristers Block Wines,Australia,Vegan Friendly
Barry Family Cellars 1800 House Red,Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars 2014 Chardonnay Reserve,Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars 2014 Gewurztraminer Reserve,Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars 2015 Pastiche,Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars 2016 Blaufrankisch,Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars 2016 Cabernet Franc,Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars 2016 CHARDONNAY (UNOAKED),Barry Family Cellars,USA,Vegan Friendly
"Barry Family Cellars 2017 Pinot Noir Rose ""Pet Gnat"" Pettilant Naturel",Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars 2017 Riesling,Barry Family Cellars,USA,Not Vegan Friendly
Barry Family Cellars 2017 Rose of Cabernet Franc,Barry Family Cellars,USA,Vegan Friendly
Barry Family Cellars Brian's Bright Idea,Barry Family Cellars,USA,Vegan Friendly
Bartenura Asti Spumanti,Bartenura Winery,Italy,Vegan Friendly
Bartenura Barbera D'Alba,Bartenura Winery,Italy,Vegan Friendly
Bartenura Barbera D'Asti,Bartenura Winery,Italy,Vegan Friendly
Bartenura Barolo,Bartenura Winery,Italy,Vegan Friendly
Bartenura Brachetto,Bartenura Winery,Italy,Vegan Friendly
Bartenura Chianti,Bartenura Winery,Italy,Vegan Friendly
Bartenura Malvsia,Bartenura Winery,Italy,Vegan Friendly
Bartenura Morellino Di Scansano,Bartenura Winery,Italy,Vegan Friendly
Bartenura Moscato,Bartenura Winery,Italy,Vegan Friendly
Bartenura Moscato Rosé,Bartenura Winery,Italy,Vegan Friendly
Bartenura Organic Nebbiolo,Bartenura Winery,Italy,Vegan Friendly
Bartenura Pinot Grigio,Bartenura Winery,Italy,Vegan Friendly
Bartenura Prosecco,Bartenura Winery,Italy,Vegan Friendly
Bartenura Rosso Toscano,Bartenura Winery,Italy,Vegan Friendly
Bartenura Sparkling Moscato,Bartenura Winery,Italy,Vegan Friendly
Bartenura Valpolicella,Bartenura Winery,Italy,Vegan Friendly
Bartholomew Park 2005 Merlot ,Bartholomew Park Winery,USA,Not Vegan Friendly
Bartholomew Park 2006 Estate Syrah,Bartholomew Park Winery,USA,Vegan Friendly
Bartholomew Park 2006 Estate Zinfandel ,Bartholomew Park Winery,USA,Vegan Friendly
Bartholomew Park 2009 Sauvignon Blanc,Bartholomew Park Winery,USA,Vegan Friendly
Bartholomew Park Cabernet Sauvignons,Bartholomew Park Winery,USA,Not Vegan Friendly
Bartier Bros. Wine,Bartier Bros.,Canada,Vegan Friendly
Bartles & Jaymes,Bartles & Jaymes,USA,Not Vegan Friendly
Bartles & Jaymes Wine,E & J Gallo,USA,Not Vegan Friendly
Barton & Guestier Wines,Barton & Guestier,France,Vegan Friendly
Barwang Wine,McWilliams Hanwood Estate Wines,Australia,Not Vegan Friendly
Barwon Ridge Cabernet Sauvignon,Barwon Ridge Wines,Australia,Vegan Friendly
Barwon Ridge Chardonnay,Barwon Ridge Wines,Australia,Vegan Friendly
Barwon Ridge Marsanne,Barwon Ridge Wines,Australia,Vegan Friendly
Barwon Ridge Pinot Noir,Barwon Ridge Wines,Australia,Vegan Friendly
Barwon Ridge Riesling,Barwon Ridge Wines,Australia,Vegan Friendly
Barwon Ridge Shiraz,Barwon Ridge Wines,Australia,Vegan Friendly
Bashful Bears Wines,United Nations of Wine,South Africa,Vegan Friendly
Basignani Wine,Basignani Winery,USA,Vegan Friendly
Basket Case Wine,Basket Case Wine,USA,Unknown
Bass River Wines,Bass River Winery,Australia,Vegan Friendly
Batasiolo Batasiolo Barolo Wines,Batasiolo S.p.A,Italy,Vegan Friendly
Batasiolo Batasiolo Wines (except Barolo),Batasiolo S.p.A,Italy,Not Vegan Friendly
Bats Blood,88 Signals Ltd.,England,Vegan Friendly
Battle of Bosworth Wine - Reds,Battle of Bosworth,Australia,Vegan Friendly
Battle of Bosworth Wine - Whites,Battle of Bosworth,Australia,Not Vegan Friendly
Baturrica Tarragona Gran Reserva,Lidl,England,Vegan Friendly
Bay Bridge Wines,"The Wine Group, Inc.",USA,Not Vegan Friendly
Bayerischer Bahnhof Wines,Bayerischer Bahnhof Brau & Gaststättenbetrieb GmbH & Co. KG,Germany,Not Vegan Friendly
Beach Road Wines,Beach Road Winery & Restaurant,Australia,Vegan Friendly
Beachaven Wines,Beachaven Vineyards & Winery,USA,Not Vegan Friendly
Bear Flag Wine,E & J Gallo,USA,Not Vegan Friendly
Bearley Wines,Bearley Vineyard,England,Vegan Friendly
Beaton Farm Wines,Beaton Farm Vineyard & Winery,USA,Vegan Friendly
Beaufort Wine,Beaufort Vineyard & Estate Winery,Canada,Vegan Friendly
Beaulieu Vineyard Wine,Beaulieu Vineyard,USA,Not Vegan Friendly
Beaumont Chilled Red 2011,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Gamay Noir 2011,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Gewurztraminer 2012,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Harmony Pinot Noir Rose 2012,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Heritage 2011,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Melody Gamay Noir Rose 2013,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Pinot Blanc 2012,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Pinot Gris 2012,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Pinot Noir 2009,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Pinot Noir 2011,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Pinot Noir Ice Wine 2013,Beaumont Estate Winery,Canada,Vegan Friendly
Beaumont Trio 2013,Beaumont Estate Winery,Canada,Vegan Friendly
Beaux Frerès Wine,Beaux Frerès Winery,USA,Vegan Friendly
Becker Vineyards Canada Res Cab 2010,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Chardonnay 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Chenin Blanc 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Claret 2010,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Culinaria 2010,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Fleur Sauvage 2012,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Fume Blanc 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Icon Cab 2010,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Malbec 2010,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Moscato 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Port 2010,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Provencal 2012,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards RAVEN 2010,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Res Cabernet-Syrah 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Res Chardonnay 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Res Roussanne 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Res Viognier 2011,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Vineyards Viognier 2012 - Texas,Becker Vineyards (Texas),USA,Vegan Friendly
Becker Wines (Oregon),Becker Vineyard (Oregon),USA,Vegan Friendly
Beckham Estate Vineyard Wines,Beckham Estate Vineyard,USA,Vegan Friendly
Beckmen Cabernet Sauvignon,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Cuvee Le Bec,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Dessert Wine,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Grenache,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Grenache Blanc,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Le Bec Blanc,Beckmen Vineyards,USA,Not Vegan Friendly
Beckmen Marsanne,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Purisima,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Roussanne,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Sauvignon Blanc,Beckmen Vineyards,USA,Vegan Friendly
Beckmen Syrah,Beckmen Vineyards,USA,Vegan Friendly
Beckmen TLB,Beckmen Vineyards,USA,Vegan Friendly
Beckon Central Coast Chardonnay,Excelsior Wine Company,USA,Vegan Friendly
Bel Lago 1514 Auxerrois,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2012 Marsanne & Viognier,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2012 Pinot Noir Moreno Reserve,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2013 Cabernet Franc,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2013 Cabernet Franc Ice Wine,Bel Lago Vineyards & Winery,USA,Not Vegan Friendly
Bel Lago 2013 Marous,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2013 Pinot Noir North Vineyard,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2013 Tempesta,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2014 Pinot Grigio,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2014 Select Harvest Riesling,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2015 Chardonnay,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2015 Semi-Dry Riesling,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago 2016 Dry Riesling,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Bel Lago Red,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Bouquetti,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Cherry Dessert Wine,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Cherry Wine,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Gruvée Cuvée,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Leelanau Brillante,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Leelanau Primavera,Bel Lago Vineyards & Winery,USA,Vegan Friendly
Bel Lago Pinot Grigio & Chardonnay,Bel Lago Vineyards & Winery,USA,Vegan Friendly
"Bel Lago Pinot Noir ""Blue Label""",Bel Lago Vineyards & Winery,USA,Vegan Friendly
Belgars Ginger Mulled Wine,Broadland Wineries,England,Vegan Friendly
Belgars Traditional Mulled Wine,Broadland Wineries,England,Vegan Friendly
Bella Bollé Wines,Bella Bollé,USA,Unknown
Bella Sera Wine,E & J Gallo,USA,Not Vegan Friendly
Bella Vida Gris-Ling 2010,Bella Vida Vineyard,USA,Vegan Friendly
Bella Vida J. Christopher Pinot Noir 2009,Bella Vida Vineyard,USA,Vegan Friendly
Bella Vida O'Donnell Pinot Noir 2009,Bella Vida Vineyard,USA,Vegan Friendly
Bella Vida Tardy Pinot Noir 2008,Bella Vida Vineyard,USA,Not Vegan Friendly
Bella Vida Tardy Pinot Noir 2009,Bella Vida Vineyard,USA,Not Vegan Friendly
Bella Vida Two Row Proprietor's Cuvee 2008,Bella Vida Vineyard,USA,Vegan Friendly
Bella Wine,Bella Vineyards,USA,Unknown
Belle Ambiance Wines,Belle Ambiance Family Vineyards,USA,Not Vegan Friendly
Belle Glos Red Wines,Belle Glos,USA,Vegan Friendly
Belle Glos Rosé Wines,Belle Glos,USA,Not Vegan Friendly
Belle Glos White Wines,Belle Glos,USA,Not Vegan Friendly
Belle Pente 2006 Reserve Pinot Gris,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2006 Willamette Valley Gewurztraminer,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2007 Belle Pente Vineyard Chardonnay,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2008 Belle Pente Vineyard Pinot Noir,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2008 Estate Reserve Pinot Noir,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2008 Murto Vineyard Pinot Noir,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2008 Willamette Valley Muscat,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2008 Willamette Valley Pinot Gris,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2008 Willamette Valley Riesling,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2009 Dundee Hills Pinot Noir,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belle Pente 2009 Willamette Valley Pinot Noir,Belle Pente Vineyard & Winery,USA,Vegan Friendly
Belletti Prosecco,Aldi (UK),England,Vegan Friendly
Belletti Prosecco Frizzante ,Aldi (UK),England,Vegan Friendly
Bellingham Wines Red Wines,DGB(Pty)Ltd,South Africa,Vegan Friendly
Bellingham Wines Sparkling Wines,DGB(Pty)Ltd,South Africa,Vegan Friendly
Bellingham Wines White Wines,DGB(Pty)Ltd,South Africa,Vegan Friendly
Bellissima Prosecco DOC Brut,"United Spirits, Inc.",USA,Vegan Friendly
Bellissima Sparkling Rosé Wine,"United Spirits, Inc.",USA,Vegan Friendly
Bellissima Zero Sugar Sparkling Wine,"United Spirits, Inc.",USA,Vegan Friendly
Bellview Blueberry Wine,Bellview Winery,USA,Vegan Friendly
Bellview Dandelion Wine,Bellview Winery,USA,Vegan Friendly
Bellview Reds,Bellview Winery,USA,Not Vegan Friendly
Bellview Whites,Bellview Winery,USA,Vegan Friendly
Bench 1775 Wine (2014+),Bench 1775,Canada,Vegan Friendly
Bench 1775 Wine (pre-2014),Bench 1775,Canada,Not Vegan Friendly
Beneduce Blue2,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Cabernet Franc,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Cabernet Sauvignon Malbec,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Centerfold,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Chardonnay,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Dry Riesling,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Gewürztraminer,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Mangione,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Shotgun Red,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Syrah,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Three Windows White,Beneduce Vineyards,USA,Vegan Friendly
Beneduce Tuxedo,Beneduce Vineyards,USA,Vegan Friendly
Benefit Wine,Benefit Wines,USA,Vegan Friendly
Benessere Wine,Benessere Vineyards,USA,Not Vegan Friendly
Benjamin Bridge Wines,Benjamin Bridge,Canada,Vegan Friendly
Benoît Lahaye Wines,Champagne Benoît Lahaye,France,Vegan Friendly
Benrock Station,Benrock Station Winery,Australia,Not Vegan Friendly
Bent Creek Wine,Bent Creek,USA,Vegan Friendly
Benvenuti Wines,Benvenuti Vina (Z.T.O. Benvenuti),Croatia,Vegan Friendly
"Benziger 2007 Port, Dry Creek Valley",Benziger Family Winery,USA,Vegan Friendly
"Benziger 2008 Cabernet Sauvignon, Sonoma Valley Appelation",Benziger Family Winery,USA,Vegan Friendly
Benziger 2008 Port,Benziger Family Winery,USA,Not Vegan Friendly
Benziger 2009 Merlot Sonoma Valley Appellation,Benziger Family Winery,USA,Vegan Friendly
"Benziger 2009 Pinot Noir, San Remo",Benziger Family Winery,USA,Vegan Friendly
Benziger 2010 de Coelo Quintus,Benziger Family Winery,USA,Vegan Friendly
"Benziger 2010 Pinot Noir, Bella Luna",Benziger Family Winery,USA,Vegan Friendly
Benziger 2010 Sonoma Valley Zinfandel,Benziger Family Winery,USA,Not Vegan Friendly
Benziger 2011 Sonoma County Chardonnay,Benziger Family Winery,USA,Not Vegan Friendly
Benziger 2012 North Coast Sauvignon Blanc,Benziger Family Winery,USA,Not Vegan Friendly
"Benziger 2012 Sauvignon Blanc, Frank Johnson Vineyard",Benziger Family Winery,USA,Not Vegan Friendly
"Benziger 2012 Sauvignon Blanc, Paradiso de Maria",Benziger Family Winery,USA,Vegan Friendly
Bercial Blanco Selección,Bodega Sierra Norte,Spain,Vegan Friendly
Bercial Ladera los Cantos,Bodega Sierra Norte,Spain,Vegan Friendly
Beresan Wines,Beresan Winery,USA,Vegan Friendly
Bergeron Cabernet Franc,Bergeron Estate Winery & Cider Company,Canada,Unknown
Bergeron Gamay Noir,Bergeron Estate Winery & Cider Company,Canada,Vegan Friendly
Bergeron Gewurztraminer,Bergeron Estate Winery & Cider Company,Canada,Not Vegan Friendly
Bergeron Pinot Noir,Bergeron Estate Winery & Cider Company,Canada,Unknown
Bergeron Riesling Vidal Blend,Bergeron Estate Winery & Cider Company,Canada,Not Vegan Friendly
Bergström Wine,Bergström Wines,USA,Vegan Friendly
Beringer Main & Vine Red Wines,Beringer Vineyards,USA,Not Vegan Friendly
Beringer Main & Vine White Wines,Beringer Vineyards,USA,Vegan Friendly
Beringer Red Wines,Beringer Vineyards,USA,Not Vegan Friendly
Beringer White Wines,Beringer Vineyards,USA,Vegan Friendly
Bernard Schurr Cotes du Rhone Villages,Fourth Wave Wine,Australia,Vegan Friendly
Bernard Schurr Montagne St Emilion,Fourth Wave Wine,Australia,Vegan Friendly
Bernard-Massard Auxerrois,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Cuvée Chardonnay,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Cuvée de l’Ecusson Brut,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Cuvée de l’Ecusson Rosé,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Cuvée Millésimé,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Gewürztraminer ,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Pinot Blanc,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Pinot Gris,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Pinot Noir,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Riesling,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Royal Cassis,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Royal Frambroise,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Royal Pêche,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Sélection Brut,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Sélection Demi-Sec,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Sélection Premium Dry,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernard-Massard Sélection Rosé,Caves Bernard-Massard SA,Luxembourg,Vegan Friendly
Bernardus Cabernet Sauvignon,Bernardus Vinyards & Winery,USA,Vegan Friendly
Bernardus Late Harvest Sauvignon Blanc ,Bernardus Vinyards & Winery,USA,Not Vegan Friendly
Bernardus Marinus,Bernardus Vinyards & Winery,USA,Vegan Friendly
Bernardus Merlot,Bernardus Vinyards & Winery,USA,Vegan Friendly
Bernardus Saignée de Pinot Noir,Bernardus Vinyards & Winery,USA,Vegan Friendly
Bernardus Vineyard Chardonnay,Bernardus Vinyards & Winery,USA,Not Vegan Friendly
Bernardus Vineyard Pinot Noir,Bernardus Vinyards & Winery,USA,Vegan Friendly
Bernardus Vineyard Sauvignon Blanc,Bernardus Vinyards & Winery,USA,Not Vegan Friendly
Beronia Ecológico,Bodegas Beronia S.A.,Spain,Vegan Friendly
Beronia III Ac. Producción Limitada,Bodegas Beronia S.A.,Spain,Vegan Friendly
Beronia Viñas Viejas,Bodegas Beronia S.A.,Spain,Vegan Friendly
Berri Estates Wines,Berri Estates,Australia,Not Vegan Friendly
"Berry Bros. & Rudd Blanc de Blancs Champagne by Le Mesnil, Grand Cru",Berry Bros. & Rudd,England,Vegan Friendly
"Berry Bros. & Rudd Champagne by Mailly, Grand Cru",Berry Bros. & Rudd,England,Not Vegan Friendly
Berryleaf Falls Red,Sainsbury's Supermarkets Ltd,England,Vegan Friendly
Bersi Serlini Franciacorta Wines,Bersi Serlini Franciacorta,Italy,Vegan Friendly
Bertani Wines,Cav. G.B. Bertani,Italy,Vegan Friendly
Besa mi Vino All Day Rosé,Besa mi Vino,USA,Vegan Friendly
Besa mi Vino Just Right White,Besa mi Vino,USA,Vegan Friendly
Beso Del Sol Pink Sangria,Beso Del Sol,USA,Vegan Friendly
Beso Del Sol Red Sangria,Beso Del Sol,USA,Vegan Friendly
Beso Del Sol White Sangria,Beso Del Sol,USA,Vegan Friendly
Best of our Planet Cabernet Sauvignon,Wines and More bvba,Belgium,Vegan Friendly
Best of our Planet Cabernet Sauvignon & Merlot Partybox,Wines and More bvba,Belgium,Vegan Friendly
Best of our Planet Chardonnay,Wines and More bvba,Belgium,Vegan Friendly
Best of our Planet Merlot,Wines and More bvba,Belgium,Vegan Friendly
Best of our Planet Rosé,Wines and More bvba,Belgium,Vegan Friendly
Best of our Planet Sauvignon Blanc,Wines and More bvba,Belgium,Vegan Friendly
Best Vineyards Bifrost,Best Vineyards,USA,Vegan Friendly
Best Vineyards Black Raspberry,Best Vineyards,USA,Vegan Friendly
Best Vineyards Blitz’s Best,Best Vineyards,USA,Vegan Friendly
Best Vineyards Blue Moon,Best Vineyards,USA,Vegan Friendly
Best Vineyards Catawba,Best Vineyards,USA,Vegan Friendly
Best Vineyards Chambourcin,Best Vineyards,USA,Vegan Friendly
Best Vineyards Chardonel,Best Vineyards,USA,Vegan Friendly
Best Vineyards Colonel Cogburn’s  Elderberry,Best Vineyards,USA,Vegan Friendly
Best Vineyards Coming Soon,Best Vineyards,USA,Vegan Friendly
Best Vineyards Concord,Best Vineyards,USA,Vegan Friendly
